state,shape,duration (seconds),duration (hours/min),latitude,longitude,Month,Day,Time,Year,City2,county
nc,fireball,300,3-5 minutes,35.2619444,-81.1875,5,31,21:50,2013,gastonia,gaston county
tx,sphere,1800,30 minutes,30.2669444,-97.7427778,5,31,22:00,2013,austin,travis county
tx,unknown,1800,30 minutes,30.4169444,-97.9288889,5,31,22:00,2013,hudson bend,travis county
mn,sphere,300,3-5 min,44.8508333,-93.7866667,5,31,22:00,2013,waconia,carver county
wa,circle,300,5 minutes,45.6388889,-122.66027779999999,5,31,22:15,2013,vancouver,clark county
ca,circle,180,3 minutes,37.0583333,-120.84888889999999,5,31,22:20,2013,los banos,merced county
ny,fireball,60,~1 minute,40.9008333,-73.34361109999999,5,31,22:30,2013,northport,suffolk county
ky,triangle,300,5 minutes,38.0525000,-84.73,5,31,23:20,2013,versailles,woodford county
ca,fireball,300,5 min,37.7397222,-121.42416670000001,5,31,24:00,2013,tracy,san joaquin county
ca,teardrop,60,1 minute,34.9530556,-120.43472220000001,5,3,00:00,2013,santa maria,santa barbara county
wa,other,3,3 seconds,47.6063889,-122.33083329999998,5,3,01:05,2013,seattle,king county
ca,fireball,12,12 seconds,33.9908333,-118.45916670000001,5,3,02:30,2013,venice,los angeles county
vt,light,120,2 minutes,44.1969444,-72.5025,5,3,08:30,2013,barre,washington county
va,fireball,1800,30 minutes,37.5536111,-77.46055559999999,5,3,08:45,2013,richmond,richmond city
ut,triangle,15,15 seconds,40.5000000,-111.95,5,3,13:30,2013,west jordan,salt lake county
ma,unknown,240,3-4 minutes,41.9000000,-71.0902778,5,3,19:20,2013,taunton,bristol county
ny,cylinder,300,5 minutes,40.8175000,-73.0005556,5,3,19:30,2013,medford,suffolk county
pa,light,300,5 minutes,40.0288889,-75.6211111,5,3,21:00,2013,exton,chester county
pa,sphere,1500,25 minutes,40.2961111,-75.0825,5,3,21:00,2013,furlong,bucks county
ut,circle,1800,30 minutes,40.5219444,-111.93833329999998,5,3,21:00,2013,riverton,salt lake county
ut,formation,1800,1/2 hour,40.5219444,-111.93833329999998,5,3,21:00,2013,riverton,salt lake county
ky,unknown,180,3 minutes,38.2225000,-85.3552778,5,3,21:00,2013,simpsonville,shelby county
ca,triangle,9,9 seconds,33.6602778,-117.99833329999998,5,3,21:15,2013,huntington beach,orange county
va,light,180,3 minutes,38.3030556,-77.4608333,5,3,21:23,2013,fredericksburg,fredericksburg city
wa,sphere,75,60-75 seconds,48.4758333,-122.3241667,5,3,21:45,2013,burlington,skagit county
pa,light,1200,20 minutes,40.1566667,-75.8330556,5,3,22:05,2013,elverson,chester county
ca,sphere,180,3 minutes,33.6000000,-117.6711111,5,3,22:30,2013,mission viejo,orange county
ma,fireball,240,4 minutes,42.2769444,-72.40138890000001,5,3,23:00,2013,belchertown,hampshire county
ca,fireball,900,15 minutes,33.9802778,-118.45083329999999,5,4,00:13,2013,marina del rey,los angeles county
id,chevron,3600,1 hour,43.4666667,-112.03333329999998,5,4,02:00,2013,idaho falls,bonneville county
wa,unknown,1800,20-30 minutes,47.5675000,-122.63138889999999,5,4,02:45,2013,bremerton,kitsap county
nv,oval,45,:45 seconds,39.5297222,-119.81277779999999,5,4,03:00,2013,reno,washoe county
nh,fireball,10,10 seconds,43.0966667,-71.4655556,5,4,03:18,2013,hooksett,merrimack county
ks,circle,2700,45 minutes,38.3450000,-98.20138890000001,5,4,04:30,2013,lyons,rice county
ny,circle,900,15 minutes,42.4405556,-76.4969444,5,4,09:45,2013,ithaca,tompkins county
mo,fireball,300,~5 minutes,38.7891667,-90.3225,5,4,20:30,2013,florissant,st. louis county
nh,light,480,8 minutes,42.9955556,-71.45527779999999,5,4,20:30,2013,manchester,hillsborough county
pa,other,2400,40 minutes,40.2961111,-75.0825,5,4,20:45,2013,furlong,bucks county
or,formation,180,2-3 minutes,45.4944444,-122.86583329999999,5,4,21:00,2013,aloha,washington county
oh,fireball,600,10 minutes,41.2380556,-81.8419444,5,4,21:00,2013,brunswick,medina county
pa,sphere,300,4-5 minutes,41.1597222,-77.3616667,5,4,21:00,2013,mcelhattan,clinton county
ca,light,600,5-10 minutes,38.5816667,-121.49333329999999,5,4,21:00,2013,sacramento,sacramento county
il,fireball,600,10 minutes,41.9888889,-88.6866667,5,4,21:00,2013,sycamore,dekalb county
or,triangle,120,2 minutes,45.2311111,-122.7547222,5,4,21:10,2013,aurora,marion county
ny,unknown,300,5 minutes,43.1586111,-76.3330556,5,4,21:30,2013,baldwinsville,onondaga county
il,fireball,2400,30-40 minutes,41.5250000,-88.0816667,5,4,21:30,2013,joliet,will county
ny,oval,45,45 seconds,42.9638889,-78.7380556,5,4,21:30,2013,williamsville,erie county
tx,triangle,10,10 seconds,30.2669444,-97.7427778,5,4,21:35,2013,austin,travis county
or,fireball,180,3:00 minutes,44.6369444,-124.0522222,5,4,21:53,2013,newport,lincoln county
id,rectangle,10,10 seconds,43.6955556,-116.35305559999999,5,4,22:00,2013,eagle,ada county
in,fireball,1800,30 minutes,39.6136111,-86.1066667,5,4,22:00,2013,greenwood,johnson county
tx,circle,600,10 minutes,30.3880556,-95.6961111,5,4,22:00,2013,montgomery,montgomery county
il,flash,60,~1 minute,38.5922222,-89.91111109999999,5,4,22:00,2013,o'fallon,st. clair county
or,light,15,15 seconds,45.5236111,-122.675,5,4,22:00,2013,portland,multnomah county
fl,fireball,120,2 minutes,26.5250000,-80.0666667,5,4,22:30,2013,boynton beach,palm beach county
mi,other,120,2 minutes,42.9633333,-85.6680556,5,4,22:30,2013,grand rapids,kent county
ca,fireball,600,10 minutes,33.6602778,-117.99833329999998,5,4,23:00,2013,huntington beach,orange county
az,formation,3600,>1 hour,33.3627778,-112.1686111,5,4,23:00,2013,laveen,maricopa county
or,unknown,120,2 minutes,43.3666667,-124.21666670000002,5,4,23:20,2013,coos bay,coos county
tx,other,6,6 seconds?,30.2669444,-97.7427778,5,4,23:50,2013,austin,travis county
mi,circle,60,30-60 seconds,46.8158333,-87.7283333,5,4,23:50,2013,big bay,marquette county
il,oval,1800,30 minutes,41.6252778,-87.7175,5,5,00:00,2013,midlothian,cook county
az,circle,600,10 minutes,33.7225000,-111.675,5,5,00:00,2013,rio verde,maricopa county
wi,light,300,5 minutes,43.8013889,-91.2394444,5,5,00:30,2013,la crosse,la crosse county
ma,triangle,480,8 minutes,42.4500000,-73.2458333,5,5,12:00,2013,pittsfield,berkshire county
ma,oval,30,30 seconds,42.5750000,-70.9305556,5,5,16:00,2013,danvers,essex county
fl,unknown,10800,3 hours,25.7738889,-80.1938889,5,5,17:00,2013,west miami,miami-dade county
la,circle,600,10 minutes,30.2238889,-92.0197222,5,5,19:20,2013,lafayette,lafayette parish
fl,light,300,5 minutes,26.0108333,-80.14972220000001,5,5,21:15,2013,hollywood,broward county
tx,triangle,45,30-45 seconds,33.0150000,-96.5386111,5,5,21:30,2013,wylie,collin county
wa,sphere,1200,20 minutes,47.3075000,-122.2272222,5,5,22:00,2013,auburn,king county
tx,triangle,10,10 seconds,30.2669444,-97.7427778,5,5,22:00,2013,austin,travis county
ca,unknown,30,30 seconds,36.9886111,-121.8052778,5,5,22:00,2013,corralitos,santa cruz county
or,teardrop,3600,1+ hr,45.5236111,-122.675,5,5,23:20,2013,portland,multnomah county
ok,rectangle,108,~1.8 minutes,35.5066667,-97.76222220000001,5,5,23:30,2013,yukon,canadian county
tx,teardrop,180,3 minutes,33.1800000,-96.4977778,5,6,00:00,2013,princeton,collin county
fl,formation,10,10 seconds,28.5380556,-81.3794444,5,6,05:30,2013,orlando,orange county
sc,changing,180,3 minutes,34.1952778,-79.7627778,5,6,05:45,2013,florence,florence county
ma,light,1200,20 minutes,42.5750000,-71.99861109999999,5,6,16:50,2013,gardner,worcester county
vt,disk,120,2 minutes,44.8108333,-73.08361109999998,5,6,22:00,2013,st. albans,franklin county
ia,triangle,5,5 seconds,43.3813889,-92.1138889,5,6,23:00,2013,cresco,howard county
wa,fireball,1408,23:28,47.3225000,-122.3113889,5,6,23:26,2013,federal way,king county
ca,light,2,2 seconds,37.7750000,-122.41833329999999,5,7,01:40,2013,san francisco,san francisco county
ca,disk,120,a few minutes,32.8383333,-116.97305559999998,5,7,14:30,2013,santee,san diego county
al,oval,300,5 minutes,33.5861111,-86.28611109999999,5,7,18:00,2013,pell city,st. clair county
mo,circle,120,2 minutes,38.4725000,-90.8866667,5,7,21:24,2013,villa ridge,franklin county
pa,circle,120,2 minutes,39.9830556,-75.8241667,5,7,22:00,2013,coatesville,chester county
il,flash,2,2 seconds,41.5680556,-87.72027779999999,5,7,22:00,2013,country club hills,cook county
mn,unknown,30,30 seconds,45.5608333,-94.1622222,5,7,22:02,2013,st. cloud,stearns county
ct,light,180,3 minutes,41.2794444,-72.8155556,5,7,22:45,2013,branford,new haven county
oh,fireball,300,5 minutes,40.7425000,-84.1052778,5,7,23:00,2013,lima,allen county
il,triangle,3600,1 hour,39.8016667,-89.64361109999999,5,8,00:00,2013,springfield,sangamon county
co,egg,300,5 minutes,40.0150000,-105.27,5,8,13:30,2013,boulder,boulder county
az,unknown,60,1 minute,33.5091667,-111.89833329999999,5,8,20:00,2013,scottsdale,maricopa county
fl,light,300,5 minutes,27.2927778,-81.3630556,5,8,20:50,2013,lake placid,highlands county
mi,triangle,60,~1 minute,45.3575000,-84.2238889,5,8,21:47,2013,onaway,presque isle county
tx,light,180,3 minutes,33.5777778,-101.85472220000001,5,8,22:00,2013,lubbock,lubbock county
ny,circle,300,5 minutes,42.5158333,-73.6105556,5,8,22:45,2013,nassau county,nassau county
ca,changing,30,30 seconds,33.7222222,-116.3736111,5,8,22:45,2013,palm desert,riverside county
ca,light,3600,>1 hour,39.1647222,-122.90944440000001,5,8,23:00,2013,upper lake,lake county
va,triangle,600,10 minutes,36.7602778,-81.8630556,5,8,23:41,2013,meadowview,washington county
mo,teardrop,10,10 seconds,38.7694444,-90.72888890000002,5,8,23:50,2013,dardenne prairie,st. charles county
in,triangle,5,4-5 seconds,41.6619444,-86.15861109999999,5,9,02:32,2013,mishawaka,st. joseph county
fl,fireball,5,hours,27.6380556,-81.8241667,5,9,09:30,2013,bowling green,hardee county
mi,cylinder,120,2 minutes,42.2916667,-85.58722220000001,5,9,18:00,2013,kalamazoo,kalamazoo county
ca,other,600,10 minutes,33.5225000,-117.70666670000001,5,9,20:30,2013,laguna niguel,orange county
mo,triangle,600,10 minutes,38.7838889,-90.48111109999999,5,9,21:05,2013,st. charles,st. charles county
sc,circle,60,1 minute,34.1952778,-79.7627778,5,9,21:39,2013,florence,florence county
ga,oval,10,10 seconds,34.2366667,-84.49083329999999,5,9,21:45,2013,canton,cherokee county
pa,circle,300,5 minutes,40.4405556,-79.9961111,5,9,23:40,2013,pittsburgh,allegheny county
tx,disk,20,20 seconds,29.4238889,-98.4933333,6,10,01:00,2013,san antonio,bexar county
ny,fireball,120,~2:00,42.0969444,-79.2355556,6,10,10:50,2013,jamestown,chautauqua county
nc,circle,5,5 seconfs,36.0988889,-78.3013889,6,10,13:00,2013,louisburg,franklin county
az,circle,432000,1.5 days,33.0766667,-111.7386111,6,10,17:00,2013,sacaton,pinal county
ca,flash,25200,7 hours,33.7397222,-116.41194440000001,6,10,20:00,2013,rancho mirage,riverside county
nm,formation,300,5 minutes,35.0844444,-106.65055559999999,6,10,22:30,2013,albuquerque,bernalillo county
fl,fireball,60,1 minute,28.0833333,-80.6083333,6,10,22:30,2013,melbourne,brevard county
oh,light,2700,45 minutes,41.6638889,-83.5552778,6,10,22:30,2013,toledo,lucas county
mn,circle,2100,35 minutes,44.9238889,-92.9591667,6,11,01:30,2013,woodbury,washington county
ia,light,60,1 minute,41.6005556,-93.60888890000001,6,11,02:15,2013,des moines,polk county
nh,light,300,5 minutes,43.0177778,-72.32166670000001,6,11,03:30,2013,surry,cheshire county
sc,other,120,1-2 minutes,33.6888889,-78.8869444,6,11,09:43,2013,myrtle beach,horry county
md,cigar,5,5 seconds,39.4141667,-77.4108333,6,11,17:45,2013,frederick,frederick county
ca,sphere,180,3 minutes,32.7152778,-117.1563889,6,11,19:25,2013,san diego,san diego county
nc,light,10,10 seconds,35.7913889,-78.78138890000001,6,11,21:11,2013,cary,wake county
al,sphere,30,30 seconds,34.7302778,-86.5861111,6,11,21:30,2013,huntsville,madison county
nc,fireball,5,5 seconds,34.5519444,-77.9263889,6,11,21:48,2013,burgaw,pender county
nc,unknown,1800,30 minutes,33.9163889,-78.1613889,6,11,22:00,2013,oak island,brunswick county
oh,triangle,300,5 minutes,41.1575000,-81.2422222,6,11,22:00,2013,ravenna,portage county
co,unknown,3,3 seconds,38.8338889,-104.8208333,6,11,22:15,2013,colorado springs,el paso county
wi,fireball,300,5 minutes,44.8755556,-91.9191667,6,11,22:15,2013,menomonie,dunn county
sc,formation,15,15 seconds,33.6888889,-78.8869444,6,11,22:30,2013,myrtle beach,horry county
ut,light,600,10 minutes,40.1150000,-111.65416670000002,6,11,23:00,2013,spanish fork,utah county
ca,light,3600,1+ hour,38.8055556,-123.0161111,6,1,01:30,2013,cloverdale,sonoma county
or,circle,180,3 minutes,43.3666667,-124.21666670000002,6,1,01:35,2013,coos bay,coos county
id,chevron,120,2 minutes,43.1330556,-115.69027779999999,6,1,01:52,2013,mountain home,elmore county
wi,light,600,10 minutes,44.2619444,-88.4152778,6,1,02:30,2013,appleton,outagamie county
pa,light,30,20-30 seconds,40.0377778,-76.3058333,6,1,02:40,2013,lancaster,lancaster county
ma,cone,900,15 minutes,42.4500000,-73.2458333,6,1,09:30,2013,pittsfield,berkshire county
ga,fireball,30,30 seconds,33.9236111,-84.8408333,6,1,11:45,2013,dallas,paulding county
co,sphere,300,5 minutes,39.7391667,-104.98416670000002,6,1,14:00,2013,denver,denver county
or,teardrop,600,10 minutes,45.5236111,-122.675,6,1,20:45,2013,portland,multnomah county
nj,sphere,30,30 seconds,40.6686111,-74.1147222,6,1,21:00,2013,bayonne,hudson county
il,other,300,5 minutes,40.1138889,-87.8730556,6,1,21:15,2013,fithian,vermilion county
va,circle,120,2 minutes,39.1366667,-77.715,6,1,21:20,2013,purcellville,loudoun county
ks,fireball,900,15 minutes,38.6194444,-94.6805556,6,1,21:30,2013,louisburg,miami county
tx,sphere,1800,20-30 minutes,30.3677778,-97.9913889,6,1,21:40,2013,lakeway,travis county
tx,light,900,15 minutes,30.2669444,-97.7427778,6,1,21:45,2013,austin,travis county
ca,unknown,180,2-3 minutes,38.5816667,-121.49333329999999,6,1,21:45,2013,sacramento,sacramento county
mi,fireball,25,25 seconds,42.4683333,-82.9555556,6,1,21:48,2013,eastpointe,macomb county
in,oval,1800,~30 minutes,39.4805556,-86.055,6,1,22:00,2013,franklin,johnson county
pa,fireball,120,2 minutes,40.4405556,-79.9961111,6,1,22:00,2013,pittsburgh,allegheny county
ca,fireball,120,120 seconds,38.7072222,-121.28,6,1,22:15,2013,citrus heights,sacramento county
nc,fireball,10,10 seconds,35.6697222,-81.2216667,6,1,22:30,2013,newton,catawba county
pa,sphere,600,10 minutes,40.3266667,-78.92222220000001,6,1,23:00,2013,johnstown,cambria county
fl,triangle,15,10-15 seconds,30.4013889,-86.86361109999999,6,1,23:00,2013,navarre,santa rosa county
mo,formation,900,15 minutes,38.6272222,-90.1977778,6,1,23:00,2013,st. louis,st. louis city
mn,changing,7,5-7 seconds,44.8277778,-92.9436111,6,1,23:50,2013,cottage grove,washington county
ca,sphere,45,45 seconds,33.7669444,-118.18833329999998,6,1,23:50,2013,long beach,los angeles county
wa,changing,480,8 minutes,47.8108333,-122.3761111,6,12,15:52,2013,edmonds,snohomish county
ca,circle,90,90 seconds,38.0280556,-121.88361110000001,6,12,16:00,2013,pittsburg,contra costa county
sc,formation,20,20 seconds,33.4330556,-79.1216667,6,12,21:00,2013,pawleys island,georgetown county
sc,circle,2,seconds,33.8158333,-78.6802778,6,12,21:45,2013,north myrtle beach,horry county
sc,light,12,12 seconds,33.6888889,-78.8869444,6,12,22:06,2013,myrtle beach,horry county
wa,circle,10800,3 hours&#44 15 minutes,48.9244444,-122.07583329999999,6,12,22:15,2013,maple falls,whatcom county
az,light,600,10 minutes,34.8697222,-111.7602778,6,12,22:20,2013,sedona,coconino county
mt,egg,1200,20 minutes,48.1958333,-114.31194440000002,6,12,22:45,2013,kalispell,flathead county
sc,unknown,1200,20 minutes,33.5736111,-79.00277779999999,6,12,23:00,2013,garden city beach,horry county
mt,light,900,15 minutes,48.1958333,-114.31194440000002,6,12,23:35,2013,kalispell,flathead county
nc,light,600,~10 minutes,35.3500000,-80.2002778,6,13,00:00,2013,albemarle,stanly county
ca,disk,30,30 seconds,35.2827778,-120.6586111,6,13,16:30,2013,san luis obispo,san luis obispo county
pa,fireball,600,10 minutes,40.3266667,-78.92222220000001,6,13,20:30,2013,johnstown,cambria county
ca,rectangle,120,2:00,33.7222222,-116.3736111,6,13,21:00,2013,palm desert,riverside county
sc,formation,15,15 seconds,33.6888889,-78.8869444,6,13,22:15,2013,myrtle beach,horry county
sc,light,300,5 minutes,33.5508333,-79.04166670000001,6,13,22:30,2013,murrells inlet,georgetown county
ca,fireball,240,4 minutes,36.9741667,-122.02972220000001,6,13,22:30,2013,santa cruz,santa cruz county
in,triangle,120,2 minutes,41.1305556,-85.1288889,6,13,23:30,2013,fort wayne,allen county
mi,light,3,3 seconds,43.4100000,-86.34861109999999,6,14,02:15,2013,whitehall,muskegon county
va,light,60,1 minute,37.5536111,-77.46055559999999,6,14,09:50,2013,richmond,richmond city
nh,sphere,60,1 minute,42.9375000,-70.8394444,6,14,20:00,2013,hampton,rockingham county
ca,flash,15,15 seconds,34.1705556,-118.83666670000001,6,14,21:00,2013,thousand oaks,ventura county
ca,unknown,120,1-2 minutes,36.8588889,-120.455,6,14,21:20,2013,firebaugh,fresno county
ga,light,600,10 minutes,34.1205556,-84.0044444,6,14,21:40,2013,buford,gwinnett county
ct,fireball,420,7 minutes,41.7691667,-72.965,6,14,21:50,2013,burlington,hartford county
or,disk,7,7 seconds,45.5236111,-122.675,6,14,21:58,2013,portland,multnomah county
il,circle,180,3 minutes,39.8016667,-89.64361109999999,6,14,22:05,2013,springfield,sangamon county
oh,triangle,600,5-10 minutes,39.8208333,-84.0194444,6,14,23:00,2013,fairborn,greene county
oh,triangle,600,5-10 minutes,39.8208333,-84.0194444,6,14,23:00,2013,fairborn,greene county
pa,light,540,9 minutes,40.3408333,-76.4116667,6,14,23:01,2013,lebanon,lebanon county
mi,light,240,4 minutes,43.3594444,-83.8816667,6,14,23:15,2013,bridgeport,saginaw county
nv,fireball,3600,1 hour,36.1750000,-115.1363889,6,15,00:10,2013,las vegas,clark county
mt,changing,240,3-4 minutes,45.7833333,-108.5,6,15,02:15,2013,billings,yellowstone county
ca,diamond,180,2-3 minutes,33.7738889,-117.94055559999998,6,15,02:22,2013,garden grove,orange county
sc,rectangle,300,5 minutes,35.0716667,-81.65,6,15,05:45,2013,gaffney,cherokee county
wi,other,3600,1 hour,44.5236111,-89.5744444,6,15,11:00,2013,stevens point,portage county
ny,sphere,120,2 minutes,42.0986111,-75.9183333,6,15,15:15,2013,binghamton,broome county
oh,disk,120,2 minutes,41.3125000,-81.14388890000001,6,15,15:15,2013,hiram,portage county
tn,cylinder,180,3 minutes,36.5483333,-82.5619444,6,15,16:00,2013,kingsport,sullivan county
oh,formation,300,5 minutes,40.1261111,-82.9291667,6,15,19:30,2013,westerville,franklin county
hi,circle,120,2 minutes,21.4180556,-157.8036111,6,15,20:17,2013,kaneohe,honolulu county
ks,light,180,3 minutes,37.6583333,-97.6833333,6,15,20:50,2013,garden plain,sedgwick county
oh,unknown,240,3-4 minutes,40.7988889,-81.37861109999999,6,15,21:00,2013,canton,stark county
mn,unknown,1200,17-20 minutes,45.1600000,-92.9930556,6,15,21:00,2013,hugo,washington county
ca,light,300,5 minutes,33.7283333,-117.14555559999998,6,15,21:00,2013,menifee,riverside county
pa,fireball,600,10 minutes,40.3616667,-76.1844444,6,15,21:00,2013,womelsdorf,berks county
nj,circle,60,1 minute,39.9544444,-74.3788889,6,15,21:05,2013,whiting,ocean county
va,fireball,120,2 minutes,37.6658333,-77.5066667,6,15,21:30,2013,glen allen,henrico county
wa,unknown,15,15 seconds,47.6063889,-122.33083329999998,6,15,21:45,2013,seattle,king county
ga,fireball,240,3-4 minutes,34.2366667,-84.49083329999999,6,15,22:00,2013,canton,cherokee county
ky,fireball,120,2 minutes,38.3325000,-82.9486111,6,15,22:00,2013,grayson,carter county
oh,unknown,420,4-7 minutes,41.4552778,-81.9180556,6,15,22:00,2013,westlake,cuyahoga county
wa,sphere,240,4 minutes,46.2511111,-119.90055559999999,6,15,22:25,2013,grandview,yakima county
wi,unknown,1500,25 minutes,45.3561111,-92.6333333,6,15,22:30,2013,dresser,polk county
ny,fireball,300,5 minutes,43.2208333,-77.2833333,6,15,22:30,2013,ontario,wayne county
or,sphere,600,~10 minutes,44.9430556,-123.0338889,6,15,22:30,2013,salem,marion county
wa,fireball,180,3 minutes,47.6588889,-117.425,6,15,22:30,2013,spokane,spokane county
va,oval,600,10 minutes,38.8541667,-77.57222220000001,6,15,23:00,2013,catharpin,prince william county
ky,unknown,300,5 minutes,38.4030556,-85.5741667,6,15,23:05,2013,goshen,oldham county
ca,fireball,180,3 minutes,37.3022222,-120.48194440000002,6,15,23:07,2013,merced,merced county
wa,other,120,2 minutes,47.5302778,-122.0313889,6,15,23:30,2013,issaquah,king county
pa,fireball,240,3-4 minutes,42.1291667,-80.0852778,6,16,00:05,2013,erie,erie county
mi,triangle,5,5 seconds,42.2708333,-83.7263889,6,16,00:23,2013,ann arbor,washtenaw county
ct,oval,60,1 minute,41.1411111,-73.2641667,6,16,12:00,2013,fairfield,fairfield county
co,oval,300,5 minutes,39.5538889,-104.9688889,6,16,13:00,2013,highlands ranch,douglas county
wi,cigar,180,3 minutes,45.1544444,-87.7944444,6,16,15:15,2013,porterfield,marinette county
il,unknown,120,2 minutes,42.0883333,-87.9805556,6,16,16:00,2013,arlington heights,cook county
hi,changing,1200,>20 minutes,20.8783333,-156.6825,6,16,17:15,2013,lahaina,maui county
il,circle,600,10 minutes,41.1416667,-87.875,6,16,19:00,2013,bourbonnais,kankakee county
wi,diamond,240,3-4 minutes,43.0388889,-87.90638890000001,6,16,20:41,2013,milwaukee,milwaukee county
nv,fireball,60,1 minute,36.1750000,-115.1363889,6,16,21:00,2013,las vegas,clark county
az,light,300,5 minutes,32.2216667,-110.9258333,6,16,21:00,2013,tucson,pima county
ny,light,30,30 seconds,41.8477778,-74.5483333,6,16,21:50,2013,grahamsville,sullivan county
oh,formation,240,4 minutes,41.6216667,-83.7116667,6,16,22:00,2013,holland,lucas county
or,light,60,1 minute,45.8405556,-119.28833329999999,6,16,22:30,2013,hermiston,umatilla county
ia,triangle,900,10-15 minutes,42.5000000,-96.4,6,16,22:30,2013,sioux city,woodbury county
in,light,45,45 seconds,41.6797222,-87.4944444,6,16,22:45,2013,whiting,lake county
ma,disk,900,15 minutes,42.1250000,-72.75,6,17,00:30,2013,westfield,hampden county
pa,sphere,600,10 minutes,41.0658333,-75.3202778,6,17,01:00,2013,scotrun,monroe county
az,disk,300,5 minutes,33.4483333,-112.07333329999999,6,17,18:00,2013,phoenix,maricopa county
co,egg,600,10 minutes,40.0375000,-107.9125,6,17,19:00,2013,meeker,rio blanco county
md,flash,3,3 seconds,39.2672222,-76.79861109999999,6,17,21:00,2013,ellicott city,howard county
tn,diamond,7200,2 hours,35.4833333,-86.4602778,6,17,21:00,2013,shelbyville,bedford county
la,fireball,120,1-2 minutes,29.5425000,-90.3380556,6,17,21:28,2013,cut off,lafourche parish
ne,light,9000,2.5 hours,40.8000000,-96.66666670000001,6,17,22:00,2013,lincoln,lancaster county
me,light,60,1 minute,44.8011111,-68.7783333,6,17,22:30,2013,bangor,penobscot county
ia,fireball,300,5 minutes,42.4927778,-92.3427778,6,17,23:00,2013,waterloo,black hawk county
pa,fireball,10,10 seconds,41.0144444,-75.6013889,6,17,23:51,2013,albrightsville,carbon county
mi,light,45,45 seconds,43.2341667,-86.2483333,6,18,00:00,2013,muskegon,muskegon county
va,light,120,2 minutes,37.5536111,-77.46055559999999,6,18,00:00,2013,richmond,richmond city
ma,circle,600,10 minutes,42.2208333,-70.94027779999999,6,18,00:34,2013,weymouth,norfolk county
pa,changing,10800,3 hours,41.2411111,-77.00138890000001,6,18,01:00,2013,williamsport,lycoming county
ga,unknown,5,5 seconds,33.4486111,-84.455,6,18,14:30,2013,fayetteville,fayette county
ri,diamond,60,1 minute,42.0027778,-71.51527779999999,6,18,17:00,2013,woonsocket,providence county
az,flash,1800,30 minutes,31.3402778,-110.93361110000001,6,18,22:00,2013,nogales,santa cruz county
az,circle,1200,20 minutes,32.2216667,-110.9258333,6,18,22:15,2013,tucson,pima county
il,circle,300,5 minutes,42.4169444,-88.07388890000001,6,18,23:00,2013,lake villa,lake county
ca,sphere,240,4 minutes,33.6102778,-114.59555559999998,6,19,01:30,2013,blythe,riverside county
oh,oval,300,5 minutes,39.4352778,-84.2030556,6,19,11:35,2013,lebanon,warren county
pa,cylinder,90,90 seconds,39.9000000,-75.28944440000001,6,19,12:42,2013,glenolden,delaware county
pa,fireball,120,2 minutes,39.7902778,-77.7280556,6,19,21:00,2013,greencastle,franklin county
pa,circle,120,1-2 minutes,40.6233333,-79.73,6,19,21:30,2013,natrona heights,allegheny county
az,light,30,20-30 seconds,32.8338889,-109.70694440000001,6,19,21:30,2013,safford,graham county
nc,triangle,300,5 minutes,35.9572222,-75.6244444,6,19,21:50,2013,nags head,dare county
ca,circle,20,15-20 seconds,33.7669444,-118.18833329999998,6,19,22:15,2013,long beach,los angeles county
pa,other,240,3.5-4.0 minutes,40.9583333,-75.975,6,19,22:17,2013,hazleton,luzerne county
tn,fireball,120,2 minutes,35.7883333,-83.55444440000001,6,19,22:30,2013,pigeon forge,sevier county
ca,unknown,30,30 seconds,38.5816667,-121.49333329999999,6,19,22:35,2013,west sacramento,yolo county
ne,circle,300,5 minutes,40.8000000,-96.66666670000001,6,19,22:45,2013,lincoln,lancaster county
wv,unknown,360,5-6 minutes,39.4850000,-80.14277779999999,6,19,23:00,2013,fairmont,marion county
in,light,50,50 seconds,40.4166667,-86.87527779999999,6,19,23:06,2013,lafayette,tippecanoe county
ia,light,4,4 seconds,41.5033333,-94.31833329999999,6,19,23:49,2013,stuart,adair county
oh,light,180,3 minutes,39.1619444,-84.4569444,6,20,18:50,2013,cincinnati,hamilton county
nh,circle,60,60 seconds,44.4686111,-71.1855556,6,20,21:00,2013,berlin,coos county
nh,light,8,8 seconds,44.0536111,-71.1288889,6,20,21:00,2013,north conway,carroll county
sc,light,1800,30 minutes,33.5927778,-79.0088889,6,20,21:30,2013,garden city,horry county
sc,light,60,50-60 seconds,33.8158333,-78.6802778,6,20,21:40,2013,north myrtle beach,horry county
nj,light,300,5 minutes,39.6697222,-74.23222220000001,6,20,22:00,2013,beach haven west,ocean county
nh,light,10,10 seconds,43.3369444,-71.5658333,6,20,22:00,2013,canterbury,merrimack county
nh,triangle,10,10 seconds,43.3369444,-71.5658333,6,20,22:00,2013,canterbury,merrimack county
sc,unknown,20,15-20 seconds,33.6888889,-78.8869444,6,20,22:00,2013,myrtle beach,horry county
tn,formation,120,>2 minutes,35.0750000,-85.06222220000001,6,20,22:00,2013,ooltewah,hamilton county
ny,light,30,30 seconds,40.7655556,-73.0155556,6,20,22:00,2013,patchogue,suffolk county
sc,fireball,60,1 minute,33.8158333,-78.6802778,6,20,22:10,2013,north myrtle beach,horry county
sc,light,40,40 seconds,33.8158333,-78.6802778,6,20,22:12,2013,north myrtle beach,horry county
nc,formation,300,5 minutes,33.9163889,-78.1613889,6,20,22:15,2013,oak island,brunswick county
