state,shape,duration (seconds),duration (hours/min),latitude,longitude,Month,Day,Time,Year,City2,county,Unemployment_rate_2013,Median_Household_Income_2018
il,triangle,300.0,5 minutes,41.995,-88.1855556,4,17,00:00,2013,bartlett,cook county,9.6,"63,347"
ca,unknown,120.0,2 minutes,34.2783333,-119.29222220000001,4,17,02:52,2013,ventura,ventura county,7.9,"84,170"
nj,diamond,1200.0,20 minutes,40.8688889,-74.20861109999998,4,17,10:15,2013,little falls,passaic county,10.0,"71,959"
va,circle,30.0,30 seconds,37.1377778,-76.83555559999998,4,17,21:00,2013,surry,surry county,7.3,"54,663"
pa,circle,10.0,10 seconds,40.0236111,-79.88416670000002,4,17,21:25,2013,brownsville,fayette county,9.6,"50,381"
az,fireball,120.0,1-2 minutes,34.15,-114.28833329999999,4,18,08:45,2013,parker,la paz county,8.2,"37,350"
az,other,120.0,2 minutes,33.4933333,-112.35722220000001,4,18,11:00,2013,litchfield park,maricopa county,6.6,"65,234"
ri,diamond,30.0,30 seconds,41.5775,-71.53805559999998,4,18,20:00,2013,exeter,washington county,8.6,"86,715"
wi,unknown,300.0,5 minutes,42.6894444,-90.71194440000001,4,18,23:39,2013,potosi,grant county,5.9,"57,328"
il,oval,30.0,30 seconds,39.6761111,-89.7044444,4,18,23:55,2013,chatham,sangamon county,7.5,"62,242"
ok,circle,3600.0,1 hour,34.53611110000001,-94.85055559999999,4,19,00:00,2013,ludlow,le flore county,8.9,"38,709"
ky,light,10.0,10 seconds,37.3183333,-84.9394444,4,19,05:30,2013,west liberty,morgan county,10.6,"35,848"
ca,triangle,20.0,20 seconds,34.0194444,-118.49027779999999,4,19,10:05,2013,santa monica,los angeles county,9.8,"67,986"
nh,unknown,120.0,~2 minutes,43.4366667,-71.17277779999998,4,19,18:30,2013,new durham,strafford county,4.9,"69,919"
tx,sphere,1200.0,20 minutes,30.2669444,-97.7427778,4,19,20:00,2013,austin,travis county,5.0,"76,255"
ca,light,180.0,1/2 hour,38.02916670000001,-121.96055559999999,4,19,22:30,2013,bay point,contra costa county,7.5,"101,463"
ia,light,1800.0,30 minutes,43.4147222,-95.6430556,4,20,03:20,2013,allendorf,osceola county,3.8,"60,627"
ny,disk,240.0,4 minutes,40.7141667,-74.0063889,4,20,17:00,2013,new york city,new york county,7.5,"84,610"
in,oval,1800.0,30 minutes,38.2855556,-85.8241667,4,20,19:00,2013,new albany,floyd county,6.3,"64,992"
ca,sphere,30.0,30 seconds,38.0172222,-122.2875,4,20,20:30,2013,hercules,contra costa county,7.5,"101,463"
ca,other,10.0,10 seconds,33.1958333,-117.3786111,4,20,20:30,2013,oceanside,san diego county,7.8,"78,777"
oh,changing,40.0,40 seconds,41.4516667,-82.0355556,4,20,21:20,2013,avon,lorain county,7.3,"59,265"
il,triangle,60.0,30-60 seconds,42.21944439999999,-87.9794444,4,20,21:25,2013,vernon hills,lake county,7.9,"87,336"
il,light,5.0,5 seconds,42.0427778,-88.0797222,4,20,22:00,2013,hoffman estates,cook county,9.6,"63,347"
ca,light,180.0,2-3 minutes,34.1841667,-118.9097222,4,20,22:05,2013,newbury park,ventura county,7.9,"84,170"
or,light,300.0,5 minutes,44.0463889,-123.02083329999999,4,20,22:15,2013,springfield,lane county,8.0,"53,161"
md,fireball,600.0,10 minutes,38.84166670000001,-76.5125,4,20,22:20,2013,shady side,anne arundel county,5.7,"97,051"
nh,sphere,3600.0,1 hour +,44.078055600000006,-71.2833333,4,20,23:00,2013,bartlett,carroll county,4.9,"59,413"
mi,fireball,1200.0,20 minutes,42.4311111,-83.4833333,4,20,23:00,2013,northville,wayne county,11.5,"46,440"
az,cone,20.0,20 seconds,33.4222222,-111.8219444,4,20,23:30,2013,mesa,maricopa county,6.6,"65,234"
tn,unknown,300.0,2-5 minutes,35.84555560000001,-86.39027779999998,4,21,00:00,2013,murfreesboro,rutherford county,6.2,"64,170"
nm,fireball,120.0,2 minutes,32.3122222,-106.7777778,4,21,02:00,2013,las cruces,dona ana county,7.5,"38,409"
ca,oval,60.0,30-60 seconds,37.7397222,-121.42416670000001,4,21,04:45,2013,tracy,san joaquin county,12.3,"63,567"
ca,light,1800.0,30 minutes,33.8302778,-116.54444440000002,4,21,11:40,2013,palm springs,riverside county,9.9,"66,793"
la,changing,120.0,2 minutes,30.358055600000004,-90.0655556,4,21,20:00,2013,mandeville,st. tammany parish,5.7,"67,054"
ma,diamond,60.0,~1 min,41.7,-70.3,4,21,20:30,2013,barnstable,barnstable county,8.4,"69,001"
az,triangle,2700.0,30-45 minutes,33.3061111,-111.84055559999999,4,21,20:30,2013,chandler,maricopa county,6.6,"65,234"
ma,light,30.0,:30,42.5444444,-72.60611109999998,4,21,20:30,2013,deerfield,franklin county,6.2,"58,992"
nm,light,120.0,~2 minutes,35.084444399999995,-106.65055559999999,4,21,21:00,2013,albuquerque,bernalillo county,6.5,"51,372"
hi,light,1800.0,30 minutes,21.9711111,-159.715,4,21,21:00,2013,kekaha,kauai county,5.6,"73,981"
hi,light,1800.0,30 minutes,21.9711111,-159.715,4,21,21:00,2013,kekaha,kauai county,5.6,"73,981"
ma,fireball,1.5,1.5 seconds,42.3583333,-71.0602778,4,21,21:30,2013,boston,suffolk county,6.2,"68,743"
ny,light,15.0,15 seconds,40.7141667,-74.0063889,4,21,21:50,2013,new york city,new york county,7.5,"84,610"
mn,rectangle,1800.0,30 min,44.7438889,-94.7152778,4,21,22:00,2013,hector,renville county,6.5,"59,787"
mi,oval,2700.0,45 minutes,43.0302778,-83.1661111,4,21,22:15,2013,attica,lapeer county,11.4,"65,209"
nc,triangle,180.0,3 minutes,35.91305560000001,-79.0561111,4,2,03:00,2013,chapel hill,orange county,5.3,"71,920"
ca,other,240.0,3-4 minutes,36.6177778,-121.91555559999999,4,2,20:30,2013,pacific grove,monterey county,10.3,"69,665"
fl,oval,30.0,30 seconds,27.770555600000005,-82.67944440000002,4,2,21:05,2013,saint petersburg,pinellas county,6.6,"52,226"
az,oval,20.0,10-20 seconds,35.7444444,-109.07583329999999,4,2,21:15,2013,fort defiance,apache county,18.4,"33,652"
wi,light,4.0,4 seconds,45.9172222,-89.24416670000002,4,2,22:20,2013,eagle river,vilas county,10.1,"47,198"
ca,light,10.0,10 seconds,36.7477778,-119.77138889999999,4,2,23:28,2013,fresno,fresno county,13.3,"52,318"
co,disk,300.0,5 minutes,40.015,-105.27,4,22,02:04,2013,boulder,boulder county,5.5,"83,591"
az,sphere,6.0,6 seconds,33.4483333,-112.07333329999999,4,22,18:00,2013,phoenix,maricopa county,6.6,"65,234"
or,cigar,2.0,seconds,44.9430556,-123.0338889,4,22,18:25,2013,salem,marion county,8.8,"56,408"
ca,cigar,7200.0,2+ hours,38.4088889,-121.37055559999999,4,22,21:00,2013,elk grove,sacramento county,8.9,"69,475"
az,fireball,1800.0,30 minutes,33.2938889,-111.09555559999998,4,22,21:00,2013,superior,pinal county,8.1,"58,848"
tn,diamond,7200.0,2 hours,35.14944439999999,-90.04888890000002,4,22,22:00,2013,memphis,shelby county,8.8,"47,924"
il,formation,600.0,10 minutes,42.0883333,-87.9805556,4,22,22:10,2013,arlington heights,cook county,9.6,"63,347"
or,light,1800.0,25-30 minutes,44.6216667,-123.93722220000001,4,22,22:15,2013,toledo,lincoln county,8.8,"49,265"
hi,light,180.0,3 minutes,21.9811111,-159.3711111,4,22,22:45,2013,lihue,kauai county,5.6,"73,981"
mi,other,5400.0,1-1.5 hours,42.9633333,-85.6680556,4,22,23:00,2013,grand rapids,kent county,6.2,"61,675"
la,diamond,120.0,1-2 minutes,30.3758333,-89.7483333,4,22,23:50,2013,pearl river,st. tammany parish,5.7,"67,054"
ne,light,7200.0,2 hours,40.6441667,-97.45,4,23,00:00,2013,exeter,fillmore county,3.0,"56,697"
mi,triangle,60.0,40-60 seconds,42.24111110000001,-83.6130556,4,23,03:15,2013,ypsilanti,washtenaw county,5.8,"72,267"
fl,fireball,2.0,seconds,27.831666700000003,-81.5225,4,23,20:50,2013,babson park,polk county,8.2,"51,354"
ky,triangle,600.0,10 minutes,37.1288889,-84.08333329999998,4,23,21:00,2013,london,laurel county,9.7,"41,425"
tn,circle,30.0,30 seconds,36.5008333,-88.87527779999998,4,23,21:00,2013,south fulton,obion county,11.6,"42,532"
nc,triangle,60.0,1 minute,35.8238889,-80.25361109999999,4,23,22:00,2013,lexington,davidson county,8.2,"47,758"
ny,triangle,120.0,2 minutes,43.0483333,-75.3788889,4,23,23:00,2013,clinton,oneida county,7.4,"54,096"
ok,light,600.0,10 minutes,36.11555560000001,-97.0580556,4,24,00:00,2013,stillwater,payne county,4.4,"47,748"
wa,light,20.0,20 seconds,46.82194439999999,-123.095,4,24,02:45,2013,rochester,thurston county,7.6,"72,400"
wa,formation,60.0,60 seconds,47.8555556,-121.9697222,4,24,20:20,2013,monroe,snohomish county,5.8,"87,096"
pa,unknown,300.0,5 minutes,40.5158333,-75.5555556,4,24,20:30,2013,macungie,lehigh county,7.8,"62,139"
az,triangle,900.0,15+ minutess,33.538611100000004,-112.1852778,4,24,21:00,2013,glendale,maricopa county,6.6,"65,234"
or,light,1200.0,20 minutes,42.3266667,-122.87444440000002,4,24,21:15,2013,medford,jackson county,9.7,"55,511"
ar,other,600.0,10 minutes,34.9338889,-93.49416670000001,4,24,21:20,2013,briggsville,yell county,6.5,"41,729"
or,unknown,600.0,8-10 minutes,45.523055600000006,-122.9886111,4,24,21:45,2013,hillsboro,washington county,6.3,"82,819"
ks,triangle,300.0,5 minutes,39.1136111,-100.46472220000001,4,24,22:00,2013,grainfield,gove county,3.3,"49,626"
nc,light,3600.0,1 hour,34.035,-77.89388890000002,4,24,22:45,2013,carolina beach,new hanover county,7.6,"53,419"
nc,circle,360.0,5-6 minutes,34.035,-77.89388890000002,4,24,23:00,2013,carolina beach,new hanover county,7.6,"53,419"
mo,light,360.0,6 minutes,36.685,-93.11972220000001,4,24,23:00,2013,forsyth,taney county,10.7,"40,887"
ia,circle,60.0,1 minute,41.710555600000006,-96.0213889,4,25,02:00,2013,mondamin,harrison county,4.5,"60,044"
wi,sphere,360.0,6 minutes,42.88861110000001,-88.0383333,4,25,05:30,2013,franklin,milwaukee county,8.4,"49,771"
oh,light,300.0,3-5 minutes,39.9688889,-82.93777779999998,4,25,07:35,2013,bexley,franklin county,6.4,"60,383"
in,light,30.0,30 seconds,39.7683333,-86.1580556,4,25,08:45,2013,indianapolis,marion county,8.5,"48,409"
nm,rectangle,3.0,2-3 seconds,35.084444399999995,-106.65055559999999,4,25,09:28,2013,albuquerque,bernalillo county,6.5,"51,372"
ar,circle,120.0,1-2 minutes,35.0886111,-92.4419444,4,25,20:30,2013,conway,faulkner county,6.5,"53,882"
me,triangle,240.0,4 minutes,43.5341667,-70.91027779999997,4,25,20:45,2013,acton,york county,6.3,"65,984"
tn,circle,60.0,1 minute,35.04555560000001,-85.30972220000002,4,25,20:45,2013,chattanooga,hamilton county,7.2,"57,196"
id,fireball,5.0,5 seconds,47.7661111,-116.78555559999998,4,25,21:15,2013,hayden,kootenai county,7.3,"56,188"
nj,sphere,120.0,2 minutes,40.4172222,-74.0625,4,25,21:15,2013,leonardo,monmouth county,7.5,"99,223"
az,changing,30.0,30 seconds,34.61,-112.315,4,25,21:20,2013,prescott valley,yavapai county,7.7,"48,758"
fl,fireball,180.0,2-3 minutes,26.1,-80.4,4,25,21:24,2013,weston,broward county,6.8,"57,200"
ca,circle,240.0,4 minutes,33.1191667,-117.08555559999999,4,25,21:30,2013,escondido,san diego county,7.8,"78,777"
wa,sphere,300.0,5 minutes,47.4294444,-122.54444440000002,4,25,21:30,2013,olalla,kitsap county,7.2,"76,530"
az,circle,600.0,10 minutes,33.4483333,-112.07333329999999,4,25,22:30,2013,phoenix,maricopa county,6.6,"65,234"
co,cylinder,60.0,60 seconds,39.6477778,-104.9872222,4,25,23:50,2013,englewood,arapahoe county,6.6,"76,665"
ma,triangle,3600.0,1 hour,42.2527778,-71.00277779999998,4,26,03:30,2013,quincy,norfolk county,5.8,"100,184"
or,circle,725.0,12:05,45.7544444,-122.8763889,4,26,11:46,2013,scappoose,columbia county,9.6,"63,338"
or,light,300.0,3-5 minutes,45.4208333,-122.66944440000002,4,26,20:00,2013,lake oswego,clackamas county,7.1,"81,061"
al,light,300.0,~5 minutes,33.5205556,-86.8025,4,26,20:20,2013,birmingham,jefferson county,6.7,"55,013"
ma,circle,300.0,5 minutes,42.5583333,-70.8805556,4,26,21:00,2013,beverly,essex county,7.0,"76,373"
az,light,300.0,5 minutes,32.2216667,-110.9258333,4,26,21:00,2013,tucson,pima county,6.8,"53,395"
mn,circle,5.0,5 seconds,44.9133333,-93.5030556,4,26,21:15,2013,minnetonka,hennepin county,4.6,"76,067"
sc,light,180.0,1-3 minutes,33.688888899999995,-78.8869444,4,26,21:30,2013,myrtle beach,horry county,8.6,"49,082"
fl,diamond,3600.0,45-60 minutes,28.538055600000003,-81.3794444,4,26,21:30,2013,orlando,orange county,6.8,"58,037"
or,circle,180.0,3 minutes,45.52,-123.05861110000001,4,26,21:40,2013,cornelius,washington county,6.3,"82,819"
pa,light,180.0,3 minutes,41.3686111,-74.7005556,4,26,21:40,2013,matamoras,pike county,9.7,"62,657"
va,triangle,600.0,10 minutes,37.4136111,-79.1425,4,26,22:00,2013,lynchburg,lynchburg city,7.1,"43,200"
oh,fireball,240.0,3-4 minutes,41.6638889,-83.5552778,4,26,22:00,2013,toledo,lucas county,8.7,"47,865"
mn,formation,15.0,15 seconds,45.1608333,-93.23472220000001,4,26,22:10,2013,blaine,anoka county,5.0,"82,284"
ut,light,60.0,1 minute,40.2969444,-111.69388889999999,4,26,22:10,2013,orem,utah county,4.2,"75,296"
id,triangle,20.0,20 seconds,43.6136111,-116.2025,4,26,22:15,2013,boise,ada county,5.2,"66,827"
tx,rectangle,20.0,20 seconds,30.2669444,-97.7427778,4,26,23:00,2013,austin,travis county,5.0,"76,255"
al,light,600.0,10 minutes,32.46388889999999,-86.4597222,4,26,23:00,2013,prattville,autauga county,6.2,"59,338"
al,unknown,120.0,2 minutes,32.46388889999999,-86.4597222,4,26,23:13,2013,prattville,autauga county,6.2,"59,338"
wa,light,120.0,2 minutes,47.0344444,-122.8219444,4,26,23:27,2013,lacey,thurston county,7.6,"72,400"
wa,sphere,120.0,2 minutes,47.0344444,-122.8219444,4,26,23:27,2013,lacey,thurston county,7.6,"72,400"
or,sphere,420.0,5-7 minutes,45.7544444,-122.8763889,4,27,00:20,2013,scappoose,columbia county,9.6,"63,338"
sc,light,2.0,1-2 seconds,33.8358333,-79.0480556,4,27,00:43,2013,conway,horry county,8.6,"49,082"
tx,light,600.0,10 minutes,29.7263889,-99.0733333,4,27,01:00,2013,bandera,bandera county,6.0,"53,008"
sc,circle,300.0,5 minutes,33.9813889,-81.23638890000002,4,27,01:30,2013,lexington,lexington county,5.8,"60,627"
wa,circle,120.0,2 minutes,46.1469444,-122.9072222,4,27,02:00,2013,kelso,cowlitz county,9.8,"58,624"
tx,disk,420.0,5-7 minutes,32.7177778,-100.91722220000001,4,27,02:30,2013,snyder,scurry county,4.2,"53,059"
nj,light,120.0,2 minutes,39.5608333,-75.36277779999998,4,27,04:30,2013,alloway,salem county,10.4,"64,524"
nc,light,2.0,seconds,33.8941667,-78.4269444,4,27,08:34,2013,ocean isle beach,brunswick county,9.8,"60,163"
fl,light,30.0,30 seconds,27.901111100000005,-81.5861111,4,27,19:00,2013,lake wales,polk county,8.2,"51,354"
pa,circle,60.0,1 minute,40.6083333,-75.4905556,4,27,19:45,2013,allentown,lehigh county,7.8,"62,139"
ca,oval,2.0,few seconds,33.4936111,-117.1475,4,27,20:30,2013,temecula,riverside county,9.9,"66,793"
in,sphere,120.0,~ 2 minutes,41.4169444,-87.36527779999999,4,27,20:45,2013,crown point,lake county,9.1,"55,280"
wa,fireball,10.0,10 seconds,47.3758333,-121.8672222,4,27,20:45,2013,selleck,king county,5.1,"94,822"
il,fireball,180.0,3 minutes,41.6627778,-88.5369444,4,27,20:53,2013,plano,kendall county,8.4,"93,345"
ok,triangle,600.0,5-10 minutes,35.6527778,-97.4777778,4,27,21:40,2013,edmond,oklahoma county,4.8,"52,346"
va,fireball,120.0,2 minutes,38.8008333,-77.3258333,4,27,21:45,2013,fairfax station,fairfax county,4.4,"122,035"
nj,light,300.0,5 minutes,39.7172222,-74.9697222,4,27,21:45,2013,sicklerville,camden county,9.4,"67,135"
nj,formation,600.0,10 minutes,39.7663889,-75.1447222,4,27,21:50,2013,sewell,gloucester county,9.0,"81,315"
pa,circle,6.0,6 seconds,40.4405556,-79.9961111,4,27,21:58,2013,pittsburgh,allegheny county,6.5,"59,881"
ca,unknown,2.0,2 seconds,37.6391667,-120.99583329999999,4,27,22:00,2013,modesto,stanislaus county,12.9,"59,616"
mn,other,20.0,20 seconds,44.98,-93.26361109999999,4,27,23:00,2013,minneapolis,hennepin county,4.6,"76,067"
fl,light,480.0,8 minutes,28.6802778,-81.50972220000001,4,27,23:15,2013,apopka,orange county,6.8,"58,037"
id,triangle,7200.0,1-2 hours,43.66305560000001,-116.6863889,4,27,23:30,2013,caldwell,canyon county,7.5,"53,381"
nm,light,60.0,30-60 seconds,35.084444399999995,-106.65055559999999,4,28,03:00,2013,albuquerque,bernalillo county,6.5,"51,372"
ca,light,60.0,1 minutes,36.7477778,-119.77138889999999,4,28,04:15,2013,fresno,fresno county,13.3,"52,318"
md,sphere,180.0,3 minutes,38.8975,-76.8305556,4,28,10:30,2013,largo,prince george's county,6.9,"82,445"
az,circle,2400.0,30-40 minutes,32.8338889,-109.70694440000001,4,28,20:30,2013,safford,graham county,7.7,"50,157"
fl,light,30.0,20-30 seconds,27.901111100000005,-81.5861111,4,28,20:45,2013,lake wales,polk county,8.2,"51,354"
nm,light,300.0,5 minutes,35.084444399999995,-106.65055559999999,4,28,21:00,2013,albuquerque,bernalillo county,6.5,"51,372"
nj,light,1800.0,30:00,40.66861110000001,-74.1147222,4,28,21:00,2013,bayonne,hudson county,7.9,"73,337"
tn,triangle,240.0,4 minutes,35.04555560000001,-85.30972220000002,4,28,21:00,2013,chattanooga,hamilton county,7.2,"57,196"
fl,fireball,600.0,5-10 minutes,27.770555600000005,-82.67944440000002,4,28,21:20,2013,saint petersburg,pinellas county,6.6,"52,226"
or,light,60.0,1 minute,42.4391667,-123.32722220000001,4,28,21:26,2013,grants pass,josephine county,11.1,"46,578"
nm,light,60.0,~1 minute,35.084444399999995,-106.65055559999999,4,28,21:30,2013,albuquerque,bernalillo county,6.5,"51,372"
fl,unknown,10.0,10 seconds,26.9616667,-82.3527778,4,28,21:30,2013,englewood,sarasota county,7.0,"61,652"
in,sphere,180.0,3 minutes,41.53611110000001,-86.02083329999998,4,28,21:30,2013,wakarusa,elkhart county,7.2,"59,251"
ia,light,10.0,7-10 seconds,42.0083333,-91.64388890000001,4,28,23:30,2013,cedar rapids,linn county,5.0,"64,878"
ca,circle,5.0,5 seconds,37.3688889,-122.03527779999999,4,29,00:50,2013,sunnyvale,santa clara county,6.5,"125,933"
ca,circle,5.0,5 seconds,37.3688889,-122.03527779999999,4,29,00:50,2013,sunnyvale,santa clara county,6.5,"125,933"
ca,unknown,120.0,1-2 minutes,33.6694444,-117.82222220000001,4,29,03:00,2013,irvine,orange county,6.6,"89,373"
mn,cigar,300.0,5 minutes,45.3869444,-93.3591667,4,29,08:00,2013,st. francis,anoka county,5.0,"82,284"
nm,light,60.0,1 minute,35.68694439999999,-105.93722220000001,4,29,10:50,2013,santa fe,santa fe county,5.6,"60,187"
tx,fireball,180.0,3 minutes,29.4238889,-98.4933333,4,29,19:15,2013,san antonio,bexar county,5.8,"54,210"
fl,fireball,600.0,5-10 minutes,28.161111100000007,-81.60194440000002,4,29,20:05,2013,davenport,polk county,8.2,"51,354"
ms,circle,480.0,8 minutes,34.3663889,-89.5191667,4,29,20:15,2013,oxford,lafayette county,7.1,"49,381"
ks,cross,300.0,~5 minutes,37.48305560000001,-97.64361109999999,4,29,22:00,2013,viola,sedgwick county,6.1,"56,381"
id,light,15.0,15 seconds,43.4919444,-116.41916670000002,4,29,22:05,2013,kuna,ada county,5.2,"66,827"
il,circle,45.0,45 seconds,41.85,-88.3125,4,30,02:19,2013,batavia,kane county,8.7,"79,834"
mn,triangle,600.0,10 minutes,45.5727778,-93.2241667,4,30,09:30,2013,cambridge,isanti county,6.0,"73,468"
ca,cigar,720.0,12 minutes,34.02111110000001,-118.39555559999998,4,30,20:08,2013,culver city,los angeles county,9.8,"67,986"
wa,unknown,600.0,10 minutes,45.8208333,-120.82055559999999,4,30,21:00,2013,goldendale,klickitat county,9.4,"56,503"
mo,triangle,3600.0,60 minutes,38.68,-93.0927778,4,30,21:40,2013,smithton,pettis county,6.6,"45,254"
tx,formation,60.0,<1 minute,30.1102778,-97.315,4,30,22:00,2013,bastrop,bastrop county,6.2,"61,883"
nj,triangle,1200.0,20 minutes,40.5772222,-74.2286111,4,30,22:28,2013,carteret,middlesex county,7.5,"87,666"
nj,triangle,120.0,2 minutes,40.5772222,-74.2286111,4,30,23:10,2013,carteret,middlesex county,7.5,"87,666"
mi,triangle,420.0,7 minutes,42.6811111,-82.7369444,4,3,05:30,2013,new baltimore,macomb county,9.5,"62,191"
ma,triangle,180.0,3 minute,42.325,-72.6416667,4,3,12:30,2013,northampton,hampshire county,6.1,"74,456"
ma,disk,10.0,7-10 seconds,42.4183333,-71.1066667,4,3,16:10,2013,medford,middlesex county,5.5,"100,374"
or,unknown,120.0,2 minutes,45.523055600000006,-122.9886111,4,3,19:30,2013,hillsboro,washington county,6.3,"82,819"
ca,sphere,300.0,5 minutes,35.6225,-117.67,4,3,21:35,2013,ridgecrest,kern county,11.7,"51,586"
oh,circle,20.0,15-20 seconds,39.6283333,-84.1594444,4,3,23:00,2013,centerville,montgomery county,8.3,"51,071"
ny,sphere,1800.0,2-2:30,42.9005556,-78.6705556,4,3,23:15,2013,lancaster,erie county,7.4,"56,375"
wa,sphere,120.0,2 minutes,47.6063889,-122.33083329999998,4,4,00:30,2013,seattle,king county,5.1,"94,822"
ks,formation,1800.0,~30 minutes,37.2702778,-95.5522222,4,4,13:00,2013,cherryvale,montgomery county,6.8,"42,479"
mn,triangle,180.0,3 minutes,44.5625,-92.53361109999999,4,4,21:04,2013,red wing,goodhue county,4.7,"67,039"
in,disk,30.0,30 seconds,39.7683333,-86.1580556,4,4,21:12,2013,indianapolis,marion county,8.5,"48,409"
ca,light,1200.0,20 minutes,33.1958333,-117.3786111,4,4,21:55,2013,oceanside,san diego county,7.8,"78,777"
tx,unknown,2.0,2 seconds,28.4652778,-98.8105556,4,4,22:30,2013,fowlerton,la salle county,3.8,"40,072"
nv,formation,420.0,7 minutes,36.175,-115.1363889,4,5,08:30,2013,las vegas,clark county,9.7,"57,155"
md,other,300.0,5 minutes,38.1238889,-75.7066667,4,5,18:47,2013,westover,somerset county,10.7,"42,098"
md,circle,900.0,15 minutes,39.6044444,-76.4780556,4,5,19:00,2013,jarrettsville,harford county,6.5,"87,959"
ca,light,1200.0,20 minutes,34.2694444,-118.78055559999999,4,5,20:00,2013,simi valley,ventura county,7.9,"84,170"
fl,circle,900.0,15 minutes,26.1219444,-80.14361109999999,4,5,20:30,2013,fort lauderdale,broward county,6.8,"57,200"
ca,triangle,120.0,2 minutes,37.4086111,-120.84916670000001,4,5,20:30,2013,hilmar,merced county,14.5,"56,169"
nc,light,300.0,4-5 minutes,36.0644444,-75.70611109999999,4,5,20:30,2013,kitty hawk,dare county,11.0,"64,768"
pa,circle,120.0,2 minutes,40.4405556,-79.9961111,4,5,21:00,2013,pittsburgh,allegheny county,6.5,"59,881"
wy,other,1200.0,~20 minutes,41.5875,-109.20222220000001,4,5,21:00,2013,rock springs,sweetwater county,4.4,"73,315"
sc,circle,900.0,15 minutes,34.9494444,-81.93222220000001,4,5,22:00,2013,spartanburg,spartanburg county,7.7,"53,567"
tx,fireball,120.0,2 minutes,32.7252778,-97.32055559999999,4,5,23:36,2013,ft. worth,tarrant county,6.0,"66,059"
tx,circle,300.0,5 minutes,29.763055600000005,-95.3630556,4,6,08:45,2013,houston,harris county,6.1,"60,241"
fl,circle,900.0,15 minutes,30.1763889,-85.8055556,4,6,09:25,2013,panama city beach,bay county,7.3,"51,777"
nm,circle,120.0,2 minutes,35.084444399999995,-106.65055559999999,4,6,10:35,2013,albuquerque,bernalillo county,6.5,"51,372"
az,formation,600.0,5-10 minutes,33.4222222,-111.8219444,4,6,10:59,2013,mesa,maricopa county,6.6,"65,234"
in,sphere,120.0,1-2 minutes,38.21194439999999,-86.1219444,4,6,19:45,2013,corydon,harrison county,7.0,"60,379"
fl,other,300.0,5 minutes,28.6775,-81.3280556,4,6,20:00,2013,casselberry,seminole county,6.7,"67,187"
sc,light,120.0,2 minutes,34.8525,-82.3941667,4,6,20:00,2013,greenville,greenville county,6.1,"61,162"
ca,unknown,480.0,5-8 minutes,33.6602778,-117.99833329999998,4,6,20:30,2013,huntington beach,orange county,6.6,"89,373"
me,light,900.0,15 minutes,45.9963889,-68.44666670000001,4,6,20:30,2013,patten,penobscot county,6.8,"47,840"
va,triangle,180.0,3 minutes,36.91111110000001,-80.3202778,4,6,20:34,2013,floyd,floyd county,5.4,"48,315"
tx,fireball,45.0,45 seconds,30.2669444,-97.7427778,4,6,20:55,2013,austin,travis county,5.0,"76,255"
pa,oval,300.0,5 minutes,40.4405556,-79.9961111,4,6,21:00,2013,pittsburgh,allegheny county,6.5,"59,881"
va,oval,90.0,90 seconds,38.30305560000001,-77.4608333,4,6,21:40,2013,fredericksburg,fredericksburg city,6.5,"58,448"
pa,circle,60.0,00:01:00,40.3408333,-76.4116667,4,6,21:58,2013,lebanon,lebanon county,6.2,"61,087"
ca,triangle,1200.0,20 minutes,37.4852778,-122.23527779999999,4,6,22:00,2013,redwood city,san mateo county,5.3,"122,930"
il,light,900.0,15 minutes,42.3533333,-88.0933333,4,6,22:00,2013,round lake,lake county,7.9,"87,336"
pa,formation,300.0,5 minutes,41.5766667,-75.25916670000002,4,6,22:05,2013,honesdale,wayne county,7.9,"53,602"
pa,formation,61.0,1:01,40.4405556,-79.9961111,4,6,22:39,2013,pittsburgh,allegheny county,6.5,"59,881"
ma,circle,120.0,2 minutes,42.65555560000001,-70.6208333,4,6,23:00,2013,rockport,essex county,7.0,"76,373"
la,fireball,1800.0,30 minutes,30.275,-89.78111109999998,4,6,23:00,2013,slidell,st. tammany parish,5.7,"67,054"
sc,formation,120.0,1-2 minutes,32.77638889999999,-79.9311111,4,6,23:30,2013,charleston,charleston county,5.9,"62,958"
ga,light,90.0,90 seconds,34.421111100000005,-84.11916670000002,4,6,23:45,2013,dawsonville,dawson county,7.4,"68,835"
mn,circle,45.0,45 seconds,44.98,-93.26361109999999,4,6,24:00,2013,minneapolis,hennepin county,4.6,"76,067"
fl,light,60.0,1 minute,29.186944399999994,-82.14027779999998,4,7,01:00,2013,ocala,marion county,8.5,"44,517"
wa,fireball,240.0,3-4 minutes,48.0797222,-123.10055559999999,4,7,01:28,2013,sequim,clallam county,9.6,"57,183"
md,light,7200.0,2 hours,39.60055560000001,-77.8208333,4,7,02:00,2013,williamsport,washington county,7.3,"62,556"
ca,light,420.0,~5-7 minutes,34.02,-117.94861110000001,4,7,20:45,2013,la puente,los angeles county,9.8,"67,986"
va,fireball,180.0,3 minutes,38.2972222,-78.44027779999998,4,7,22:15,2013,stanardsville,greene county,4.8,"67,498"
oh,cylinder,1200.0,20 minutes,41.5119444,-82.93777779999998,4,8,17:00,2013,port clinton,ottawa county,9.7,"58,345"
wa,light,300.0,5 minutes,46.7313889,-117.1786111,4,8,20:00,2013,pullman,whitman county,6.0,"45,389"
